gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SYT7,438.7402919,0.771367848,1.061972781,0.72635369,0.467621973,0.999938054
HAPLN4,153.5599428,0.761980864,1.049464171,0.726066582,0.467797954,0.999938054
SEMA3A,16.91837267,1.419661011,1.955323519,0.726049166,0.46780863,0.999938054
MRPL20,1036.738855,0.280356744,0.386199161,0.725938254,0.467876624,0.999938054
LCN15,10.9882975,2.209222727,3.043538111,0.725873193,0.467916512,0.999938054
CARNMT1,40.67036734,0.552720682,0.761535452,0.725797704,0.467962795,0.999938054
SOX1,212.8080281,-0.508256178,0.700292095,-0.725777404,0.467975241,0.999938054
TFIP11-DT,154.2278888,-0.664594241,0.91571608,-0.72576452,0.467983141,0.999938054
EIF2AK1,3719.005326,-0.308932082,0.425683236,-0.72573232,0.468002885,0.999938054
STK32A,143.5519393,-0.642558012,0.885432925,-0.725699253,0.46802316,0.999938054
CHRNB2,327.1654023,-0.752981253,1.037683022,-0.725637055,0.468061299,0.999938054
MAP7D2,117.195772,0.665922724,0.91779086,0.725571319,0.468101609,0.999938054
TMEM147-AS1,54.77095876,-0.931122653,1.283308139,-0.725564363,0.468105875,0.999938054
STXBP5-AS1,37.43911629,1.394892894,1.922988976,0.725377478,0.468220486,0.999938054
RPS17,55.75795475,0.791964487,1.091832449,0.725353499,0.468235193,0.999938054
ERMAP,285.1995507,0.513635293,0.70830825,0.725157857,0.468355193,0.999938054
NEURL4,981.7945229,0.374598712,0.516733726,0.724935673,0.468491495,0.999938054
NUP160,440.030526,0.306932351,0.423469644,0.724803669,0.468572485,0.999938054
GMPPA,615.2195331,0.449171633,0.619811659,0.72469052,0.468641912,0.999938054
RASSF7,72.14921268,0.598213183,0.825481712,0.72468375,0.468646066,0.999938054
PLXNB3,1382.518196,-0.418155768,0.577084536,-0.724600543,0.468697126,0.999938054
GZMB,17.40687898,-1.417229089,1.955937788,-0.724577795,0.468711085,0.999938054
GOLGA2P7,53.90197592,0.946499902,1.306396484,0.724511979,0.468751476,0.999938054
MYO10,2590.55141,-0.337857392,0.46634993,-0.724471841,0.468776109,0.999938054
DPYD,80.20626957,0.603484843,0.833054065,0.724424583,0.468805112,0.999938054
MAP3K2-DT,87.2514226,0.702055097,0.969372592,0.724236586,0.468920501,0.999938054
FAM66B,15.1733718,-1.245082113,1.719214221,-0.724215806,0.468933256,0.999938054
MGAT5,132.3879225,-0.570363388,0.787570368,-0.724206257,0.468939118,0.999938054
CUL2,278.822726,0.364655421,0.503541407,0.724181597,0.468954255,0.999938054
C2orf76,220.4752822,-0.359465161,0.496395395,-0.724150876,0.468973113,0.999938054
ABTB1,348.664172,0.428400932,0.59161699,0.724118711,0.468992859,0.999938054
SULT1C4,271.8188,-0.572758386,0.791048306,-0.724049822,0.469035148,0.999938054
ATP5MK,1220.149729,0.365793185,0.505227397,0.724016923,0.469055346,0.999938054
TMEM263,805.2867796,-0.352464007,0.486854421,-0.723961809,0.469089182,0.999938054
PRDM15,121.0333909,0.383388145,0.529649705,0.723852277,0.469156431,0.999938054
ACOT8,553.1904421,0.32090059,0.443391592,0.723740811,0.469224873,0.999938054
PTN,5325.31106,-0.331001043,0.45735625,-0.723726947,0.469233386,0.999938054
GADD45G,1609.945324,0.39416486,0.544808745,0.723492169,0.469377563,0.999938054
AP1G2,196.7271813,0.425718469,0.588563845,0.723317398,0.469484906,0.999938054
CBLN3,32.01861613,1.440999496,1.992404931,0.723246301,0.469528578,0.999938054
RBM12,973.692507,-0.371265925,0.513386544,-0.723170347,0.469575234,0.999938054
LGI4,171.6113562,0.502777865,0.695281756,0.723128229,0.469601107,0.999938054
PTGER1,6.187340269,1.685965052,2.33175586,0.723045273,0.46965207,0.999938054
MAP6,1032.239782,0.341694233,0.472706599,0.722846335,0.469774297,0.999938054
WHRN,203.2793328,-0.582335323,0.805638855,-0.722824277,0.46978785,0.999938054
GATB,610.936202,-0.362872426,0.50210723,-0.722699065,0.46986479,0.999938054
TFPT,766.5489646,0.418506808,0.579098831,0.722686329,0.469872616,0.999938054
USP47,1054.619063,-0.3548488,0.491028422,-0.722664482,0.469886042,0.999938054
RSPH3,74.79174419,0.496606368,0.687260597,0.722588156,0.469932947,0.999938054
IGSF9,16.50290192,-1.756889076,2.431516674,-0.722548644,0.469957229,0.999938054
HHAT,74.79500322,0.655948811,0.908047928,0.722372455,0.470065517,0.999938054
ZNF583,70.45415528,0.602491072,0.834163409,0.722269839,0.470128592,0.999938054
PRKAG2,447.931977,-0.404691854,0.560307703,-0.722267162,0.470130238,0.999938054
RPL23,13824.89846,-0.447586365,0.619838352,-0.722101759,0.470231917,0.999938054
BIN3,250.8444487,0.305896315,0.423703329,0.721958725,0.470319855,0.999938054
ICAM5,335.3726144,0.601379804,0.833209234,0.721763249,0.470440048,0.999938054
TSPAN1,14.565604,1.516636647,2.101295261,0.72176275,0.470440355,0.999938054
TRIM32,215.7208268,-0.358952118,0.497383308,-0.721681071,0.470490582,0.999938054
MEPCE,1766.132522,-0.444063344,0.615349894,-0.721643652,0.470513594,0.999938054
MYL12B,3546.976415,0.350643602,0.485898991,0.721638875,0.470516531,0.999938054
DCLRE1A,168.0115126,-0.468887954,0.64978714,-0.721602391,0.470538969,0.999938054
FMO2,23.68884597,-1.79404109,2.486387654,-0.721545205,0.470574138,0.999938054
CLEC2L,95.39510832,1.083694624,1.502033768,0.721484861,0.470611252,0.999938054
KCNE2,15.06213617,1.461382177,2.025876786,0.721357877,0.470689356,0.999938054
TBL2,597.0647275,-0.375910442,0.521243973,-0.721179452,0.470799113,0.999938054
AASDHPPT,1092.230691,-0.29258206,0.405815963,-0.720972279,0.47092657,0.999938054
HNRNPA1P10,449.1599843,-0.435051442,0.603484111,-0.720899581,0.470971301,0.999938054
LIN54,226.9557172,-0.329327576,0.456832871,-0.720892906,0.470975408,0.999938054
GINS1,149.038229,-0.54503211,0.756224242,-0.720728164,0.471076781,0.999938054
CAND1,1168.199421,-0.285180321,0.395769578,-0.720571609,0.471173127,0.999938054
FBXL15,136.2274221,0.607301157,0.842922017,0.720471343,0.471234838,0.999938054
HCN4,36.548568,-1.142672992,1.586038977,-0.720457068,0.471243624,0.999938054
ATXN7,197.453265,0.439794288,0.610540717,0.720335721,0.471318316,0.999938054
SDK2,169.4179488,-0.496384308,0.689269435,-0.720160046,0.471426461,0.999938054
H2BC7,8.809269018,1.82269529,2.531500479,0.720005904,0.471521361,0.999938054
DCLK2,8075.405858,-0.32104701,0.445943556,-0.719927457,0.471569662,0.999938054
LEISA1,446.1909341,-0.599449226,0.832890815,-0.719721259,0.471696634,0.999938054
GDF9,26.04720736,-0.671579622,0.933208154,-0.719646115,0.471742911,0.999938054
IL20RB,14.60911703,1.362307455,1.893143321,0.719600803,0.471770817,0.999938054
ARSB,410.5231842,-0.451331408,0.627287071,-0.719497387,0.471834512,0.999938054
POLR3H,1639.967419,0.372787228,0.518242583,0.719329598,0.471937864,0.999938054
ANKRD46,1085.726071,-0.483447914,0.672200392,-0.719202072,0.472016423,0.999938054
IL1B,4168.434285,-0.883638178,1.228683323,-0.719174877,0.472033177,0.999938054
CKMT2,45.27100777,1.032700592,1.435981668,0.719160011,0.472042335,0.999938054
EIF3K,2761.654731,0.347846765,0.483719746,0.719108054,0.472074345,0.999938054
GPR4,290.4014241,0.669092746,0.930492415,0.719073832,0.47209543,0.999938054
SLU7,921.6303329,-0.259923111,0.361495349,-0.719022007,0.472127361,0.999938054
NTN1,729.7908322,-0.39742999,0.552785612,-0.718958636,0.472166406,0.999938054
TNNT2,15.30896617,-1.378888108,1.918327856,-0.718796895,0.472266071,0.999938054
DPYSL3,13292.29033,-0.39114397,0.54426065,-0.71867031,0.472344081,0.999938054
ZNF514,111.9465035,0.489306174,0.68092036,0.718595305,0.472390307,0.999938054
DGCR6L,1714.982009,0.30066587,0.418442603,0.718535513,0.472427159,0.999938054
KCNK9,9.449011364,1.597714864,2.223875024,0.718437343,0.472487668,0.999938054
MTMR14,511.7173239,-0.234927974,0.327072651,-0.718274587,0.472587996,0.999938054
SEPTIN7P14,79.96055537,-0.492997603,0.686413328,-0.718222655,0.472620011,0.999938054
PPP1R15A,6282.204889,0.649613145,0.904511685,0.718192099,0.472638849,0.999938054
AKAP11,940.3021993,-0.388876367,0.541501443,-0.718144656,0.472668098,0.999938054
PRSS36,29.82673761,0.959405918,1.336290356,0.717962166,0.472780615,0.999938054
ZC3H12D,12.74164751,-1.225425761,1.706862922,-0.717940349,0.472794068,0.999938054
CHP1,1598.059216,-0.22333981,0.311153303,-0.717780617,0.472892566,0.999938054
KLK5,14.4929895,1.456507555,2.029356259,0.717719005,0.472930563,0.999938054
BASP1,3683.902875,0.501666198,0.699054577,0.717635237,0.472982225,0.999938054
MIR570HG,18.675271,-1.47935221,2.061428581,-0.717634472,0.472982697,0.999938054
TIGD2,76.03437657,-0.600991159,0.837526602,-0.717578591,0.473017162,0.999938054
TOMM34,765.3524188,0.289450853,0.403386816,0.717551595,0.473033813,0.999938054
PWWP2B,217.8761368,0.463257341,0.64570245,0.717447086,0.473098275,0.999938054
WTIP,174.8488143,0.642961646,0.896227781,0.717408743,0.473121926,0.999938054
CRIP2,5050.805585,0.252763598,0.35251607,0.717027164,0.473357336,0.999938054
SSTR2,188.0850302,-0.493612251,0.688558988,-0.716877217,0.473449861,0.999938054
ANGPTL6,13.02948118,-1.082644402,1.510284507,-0.716847982,0.473467901,0.999938054
GIMAP4,187.6049206,0.53713832,0.74931556,0.716838603,0.473473689,0.999938054
ARHGEF10L,1513.10657,-0.63133569,0.881157898,-0.716484175,0.473692435,0.999938054
ABCB1,299.9181965,0.656416668,0.916186427,0.716466266,0.47370349,0.999938054
CIB1,1821.945352,0.269718211,0.376599037,0.716194639,0.473871173,0.999938054
DHX33,260.6612442,-0.286236081,0.39979962,-0.715948856,0.47402293,0.999938054
MOB4,494.6842513,-0.325658885,0.454914425,-0.715868452,0.47407258,0.999938054
RPS6KC1,300.3507817,-0.322282998,0.45023589,-0.715809213,0.474109163,0.999938054
INTU,30.52319696,1.100838647,1.537986476,0.715766142,0.474135762,0.999938054
CACNG4,4251.239773,-0.719408434,1.005090628,-0.715764742,0.474136627,0.999938054
AP2S1,1830.066997,0.414594549,0.579243515,0.715751733,0.474144661,0.999938054
TP53BP1,892.5247191,0.252614089,0.352981805,0.715657538,0.474202836,0.999938054
SKA2,1319.596413,-0.290667984,0.40621011,-0.715560683,0.474262658,0.999938054
RCL1,284.5083131,0.29984847,0.419073745,0.715502878,0.474298363,0.999938054
FOXJ1,234.2122395,0.587485859,0.821136559,0.715454516,0.474328236,0.999938054
SH3BP4,637.7377473,-0.430630378,0.601988481,-0.715346541,0.474394937,0.999938054
LPIN2,1004.073066,0.383034554,0.535505348,0.715276805,0.474438018,0.999938054
METTL16,765.9971155,-0.323045225,0.451689972,-0.715192377,0.474490178,0.999938054
PSTK,89.19430619,0.493590147,0.690169165,0.715172702,0.474502334,0.999938054
FABP4,73.38004027,1.379228458,1.92861189,0.715140493,0.474522235,0.999938054
GPR143,8.931204192,-1.854977869,2.594505791,-0.714963858,0.474631376,0.999938054
TRAPPC14,377.1834975,-0.340243945,0.475908611,-0.714935468,0.47464892,0.999938054
SSH3,200.5515663,0.665516944,0.931021607,0.714824381,0.474717568,0.999938054
BCL6B,316.4888747,0.683254825,0.955865709,0.71480211,0.474731331,0.999938054
CYB5RL,57.57787029,0.739410822,1.034755486,0.714575406,0.474871446,0.999938054
CACNG7,1816.722024,0.301042343,0.421351547,0.714468345,0.474937623,0.999938054
PTHLH,155.98615,-0.717187224,1.003812212,-0.714463538,0.474940595,0.999938054
ASB7,153.6271669,-0.496591127,0.695083379,-0.714433897,0.474958918,0.999938054
LINC00654,75.31737323,-1.323676989,1.852981505,-0.714349811,0.475010898,0.999938054
CHRDL1,439.0410395,-0.659207829,0.922957355,-0.714234332,0.475082291,0.999938054
CCN3,131.4917203,0.483762661,0.677439096,0.714105023,0.47516224,0.999938054
CEP68,818.1971354,-0.4052752,0.567562852,-0.714062237,0.475188696,0.999938054
MYH7,977.1604564,-0.869791178,1.218119227,-0.714044372,0.475199742,0.999938054
FLRT1,259.5265915,-0.676708665,0.9479341,-0.713877331,0.475303036,0.999938054
SNORD14D,24.70189744,2.056081961,2.880444325,0.713807222,0.475346393,0.999938054
TSPOAP1-AS1,82.75113172,0.750892057,1.052065245,0.713731454,0.475393253,0.999938054
RPL28,19391.53064,0.308820755,0.432705818,0.713696795,0.475414689,0.999938054
ERCC1,1552.523123,0.32470186,0.454992095,0.71364286,0.475448047,0.999938054
BCL2L12,134.8664063,0.719751871,1.008669528,0.713565595,0.475495839,0.999938054
ABCA11P,76.91399117,-0.379392834,0.531831389,-0.713370519,0.475616511,0.999938054
MYCBP2,557.5505186,0.418829912,0.587153955,0.713322134,0.475646444,0.999938054
CHMP2A,2749.429984,0.32319995,0.453165829,0.713204592,0.475719165,0.999938054
LINC00667,692.8569773,0.351605223,0.4930001,0.713195036,0.475725078,0.999938054
DENND1A,807.1822144,0.351868969,0.493505801,0.71299865,0.475846593,0.999938054
KLF11,204.5308673,0.536857365,0.753181463,0.712786216,0.475978056,0.999938054
CKAP5,1817.106819,-0.324951486,0.455891843,-0.71278197,0.475980684,0.999938054
SUPT5H,4697.18444,0.23154126,0.324982843,0.712472258,0.476172385,0.999938054
BSN,647.130798,0.720613795,1.011493949,0.712425216,0.476201505,0.999938054
ZHX2,982.1206729,-0.333398394,0.46803289,-0.712339669,0.476254465,0.999938054
PDE4C,30.20289166,0.893883635,1.254989463,0.712263857,0.476301401,0.999938054
ARL1,922.1029092,-0.347874216,0.488497585,-0.712130881,0.476383733,0.999938054
ZCCHC10,158.6334835,-0.412625436,0.579486839,-0.712053161,0.476431857,0.999938054
GAB1,778.4208054,-0.347314078,0.487839021,-0.711944027,0.476499437,0.999938054
MED7,102.9208192,-0.582909355,0.81881585,-0.711893101,0.476530975,0.999938054
PGGHG,183.3384771,0.921739661,1.295226012,0.711643877,0.476685329,0.999938054
DNMT3B,26.13403801,0.818758382,1.150812529,0.711461129,0.47679853,0.999938054
KBTBD11,1099.560305,-0.491104747,0.690319436,-0.71141666,0.476826078,0.999938054
OGFOD3,445.7139546,0.3839523,0.539785148,0.711305787,0.476894766,0.999938054
LOC100132249,35.99752068,-0.852752554,1.199022063,-0.711206725,0.476956142,0.999938054
INAFM2,275.195063,-0.290157167,0.407979251,-0.711205695,0.47695678,0.999938054
CYFIP1,1888.90207,0.488386224,0.686956161,0.710942345,0.477119964,0.999938054
GLRX2,82.81362276,0.556744171,0.783153526,0.71090042,0.477145945,0.999938054
AGO1,588.4310788,0.304797047,0.42902185,0.710446442,0.477427332,0.999938054
TCF12,4841.056363,-0.457793559,0.644385544,-0.710434247,0.477434892,0.999938054
PLA2G15,346.8233226,0.347132497,0.488651302,0.710388974,0.477462959,0.999938054
ZNF354A,143.4649334,-0.461130748,0.649271859,-0.710227529,0.477563052,0.999938054
RRP36,629.2303089,-0.305487378,0.430230373,-0.71005535,0.477669813,0.999938054
DDX11-AS1,30.18570748,-1.046745992,1.474249722,-0.71001946,0.477692069,0.999938054
EGLN2,851.7273043,0.355285695,0.500413415,0.709984353,0.477713839,0.999938054
ANKRD28,561.513221,-0.337794413,0.4758504,-0.709875233,0.47778151,0.999938054
MARCKS,15775.44911,-0.50784351,0.71540927,-0.709864313,0.477788283,0.999938054
MBD5,167.0406302,-0.505295602,0.711948555,-0.709736116,0.477867791,0.999938054
RAPGEF4,7486.374709,1.243645709,1.752844973,0.709501255,0.478013473,0.999938054
SH3YL1,550.6610415,-0.246568526,0.347557246,-0.709432845,0.478055911,0.999938054
UBE2I,1769.971121,-0.261627358,0.368820703,-0.709361908,0.47809992,0.999938054
SLC36A4,188.1037935,0.289959145,0.408770319,0.70934491,0.478110465,0.999938054
IARS1,1203.796828,0.234156585,0.330157501,0.709226912,0.478183675,0.999938054
CFAP69,19.55067283,-1.022780528,1.442125919,-0.709217215,0.478189692,0.999938054
ZNF777,668.1230961,-0.37222709,0.524898047,-0.709141693,0.478236552,0.999938054
KCND3,79.9466883,-0.676621842,0.954296806,-0.709026623,0.478307956,0.999938054
NEK7,753.9689272,-0.347738078,0.490496139,-0.708951712,0.478354443,0.999938054
KLHL20,332.3881915,-0.351421717,0.495695438,-0.708946845,0.478357463,0.999938054
LYPLA2,460.0880718,0.330684583,0.466614496,0.708689048,0.478517463,0.999938054
MIR142,11.0233884,1.629340062,2.299220373,0.708648932,0.478542363,0.999938054
ENKD1,418.9676523,0.289833122,0.408998446,0.708641134,0.478547204,0.999938054
TNFAIP8L3,178.9492526,0.62956543,0.888579643,0.708507599,0.478630095,0.999938054
SEPTIN10,293.6168714,-0.325865809,0.459956491,-0.708470943,0.47865285,0.999938054
PCDHA1,81.86751525,-0.733703697,1.035656304,-0.70844323,0.478670055,0.999938054
ZNF575,78.34051539,-0.444162432,0.6270495,-0.708337112,0.478735936,0.999938054
MTERF3,150.1297487,0.423914273,0.598528383,0.708260937,0.478783231,0.999938054
PIGY,2003.511476,-0.253085307,0.357518933,-0.707893438,0.479011435,0.999938054
CALCOCO1,1989.193281,-0.300800816,0.424979319,-0.707801069,0.479068803,0.999938054
CTCF,1092.362503,-0.290778556,0.410838526,-0.707768473,0.479089048,0.999938054
ERLEC1,867.4818322,-0.332541848,0.469936749,-0.707631076,0.479174389,0.999938054
RXRA,1110.99417,0.326448182,0.461335662,0.707615319,0.479184177,0.999938054
LCOR,87.97883538,0.530885115,0.750257759,0.707603631,0.479191437,0.999938054
GBE1,741.4170605,0.494246357,0.69848037,0.707602358,0.479192228,0.999938054
KDM1B,363.4862377,-0.340093661,0.48063282,-0.707595583,0.479196436,0.999938054
SLC1A1,543.9381997,-0.712905845,1.00762999,-0.70750757,0.47925111,0.999938054
CERS6,518.6807724,-0.329673554,0.466001385,-0.707451876,0.479285709,0.999938054
SATB2-AS1,9.126786323,2.191856277,3.09884462,0.70731403,0.479371349,0.999938054
EPM2A-DT,118.2152911,-0.622863172,0.880620709,-0.707300164,0.479379964,0.999938054
GOLGA5,727.1882735,-0.325954358,0.460876306,-0.707249111,0.479411684,0.999938054
TFRC,1510.664305,0.415195818,0.587077763,0.707224569,0.479426932,0.999938054
LRRC8D,334.8961228,-0.421435205,0.59616131,-0.706914719,0.479619476,0.999938054
ABLIM1,2601.428933,-0.371103741,0.524989718,-0.706878111,0.479642228,0.999938054
NCBP2,2389.681327,-0.304096506,0.430211439,-0.706853603,0.479657459,0.999938054
TRPM6,11.83632369,1.722046916,2.436320082,0.706822937,0.479676519,0.999938054
NR2F1,1938.134878,-0.318028641,0.449948993,-0.706810429,0.479684292,0.999938054
SERINC3,1605.678657,-0.34156922,0.483321366,-0.706712437,0.479745199,0.999938054
TMIE,182.3011837,-0.382601042,0.541391936,-0.70669882,0.479753663,0.999938054
HECTD2,242.4148275,-0.401904004,0.568727779,-0.706672012,0.479770326,0.999938054
SIRT5,316.6199438,-0.382945661,0.541900344,-0.706671744,0.479770493,0.999938054
C4orf33,141.2864235,0.484856012,0.686289018,0.706489539,0.479883756,0.999938054
CIBAR1,213.5847185,-0.377231506,0.534082771,-0.706316561,0.479991297,0.999938054
ANKRD35,134.2176105,0.536787658,0.760128219,0.706180411,0.480075951,0.999938054
CDH8,26.72461449,1.397768468,1.979364616,0.706170282,0.480082249,0.999938054
AQP7,18.33492613,-1.417787778,2.008221457,-0.705991749,0.480193269,0.999938054
PINK1,6259.715793,0.340510438,0.48284717,0.705213697,0.480677259,0.999938054
BCL9L,694.8200878,-0.422058269,0.59851814,-0.705172059,0.480703167,0.999938054
NTAQ1,285.6077845,-0.393920915,0.558751903,-0.705001474,0.480809319,0.999938054
MUC12,44.83471944,0.660449808,0.936881281,0.704945035,0.480844442,0.999938054
MAP2K3,811.8649796,0.493651718,0.700285965,0.704928761,0.480854571,0.999938054
FTH1,80323.70993,0.415169401,0.589102162,0.704749409,0.480966197,0.999938054
UPRT,194.6782153,-0.370041892,0.52515979,-0.704627238,0.481042244,0.999938054
TFE3,2425.352246,0.320597115,0.455030507,0.704561803,0.481082976,0.999938054
SLC24A1,136.4065283,-0.456448598,0.648133554,-0.704250836,0.481276577,0.999938054
DHCR7,2664.768887,0.373875137,0.531008298,0.704085301,0.481379654,0.999938054
PSMG4,185.3727835,0.581125884,0.825526269,0.703945963,0.481466426,0.999938054
PFN1,10283.13436,0.35348125,0.502155133,0.703928382,0.481477375,0.999938054
GBP7,76.20545119,1.41428626,2.009534001,0.703788172,0.481564701,0.999938054
LOC285819,14.74399668,1.061500037,1.508409808,0.703721251,0.481606383,0.999938054
PIAS1,261.2732745,0.399792213,0.568146281,0.703678308,0.481633132,0.999938054
C19orf73,31.35181789,-0.748699118,1.064258417,-0.703493725,0.481748116,0.999938054
SYT9-AS1,10.95838559,1.449762586,2.060834498,0.703483268,0.481754631,0.999938054
GLO1,2586.01588,-0.277294428,0.394184835,-0.703462954,0.481767286,0.999938054
