ens_id,gene,log2FC,aveEXP,t,p-value,q-value
ENSG00000015520,NPC1L1,-0.05,0.17,-1.69,0.0916,0.00549
ENSG00000015532,XYLT2,0.4,3.35,6.99,2.06E-11,1.71E-12
ENSG00000015568,RGPD5,-0.7,1.94,-9.15,1.27E-17,1.23E-18
ENSG00000015592,STMN4,-1.97,5.79,-12.08,2.69E-27,3.29E-28
ENSG00000015676,NUDCD3,0.09,6.24,1.15,0.25,0.0146
ENSG00000016391,CHDH,-0.14,2.58,-1.64,0.102,0.00607
ENSG00000016402,IL20RA,-0.17,1.08,-2.07,0.0395,0.00242
ENSG00000016602,CLCA4,-0.94,0.8,-12.97,2.05E-30,2.72E-31
ENSG00000016864,GLT8D1,1.36,5.83,26.52,2.97E-78,1.83E-78
ENSG00000017260,ATP2C1,0.48,5.53,8.05,2.38E-14,2.13E-15
ENSG00000017427,IGF1,0.46,0.97,7.18,6.30E-12,5.29E-13
ENSG00000017483,SLC38A5,1.5,5.04,13.11,6.47E-31,8.66E-32
ENSG00000017797,RALBP1,0.31,4.77,4.07,6.13E-05,4.21E-06
ENSG00000018189,RUFY3,-0.07,5.62,-0.98,0.327,0.0189
ENSG00000018236,CNTN1,-0.67,4.75,-4.42,1.39E-05,9.76E-07
ENSG00000018280,SLC11A1,2.56,3.88,15.99,2.60E-41,4.58E-42
ENSG00000018408,WWTR1,2.75,4.35,24.79,1.69E-72,7.96E-73
ENSG00000018510,AGPS,1.06,2.7,21.61,1.53E-61,4.89E-62
ENSG00000018610,STEEP1,0.76,3.86,13.86,1.33E-33,1.91E-34
ENSG00000018625,ATP1A2,-1.58,7.14,-9.21,8.24E-18,8.07E-19
ENSG00000018699,TTC27,1.52,2.58,30.72,1.52E-91,1.94E-91
ENSG00000018869,ZNF582,0.74,2.56,13.07,8.73E-31,1.17E-31
ENSG00000019102,VSIG2,-0.76,0.77,-17.29,4.76E-46,9.50E-47
ENSG00000019144,PHLDB1,-0.28,6.14,-2.84,0.00491,0.000313
ENSG00000019169,MARCO,1.31,1.37,7.62,3.90E-13,3.38E-14
ENSG00000019186,CYP24A1,0.01,0.38,0.11,0.914,0.0504
ENSG00000019485,PRDM11,-1.16,2.38,-19.93,1.39E-55,3.64E-56
ENSG00000019505,SYT13,-3.43,2.73,-25.11,1.36E-73,6.67E-74
ENSG00000019549,SNAI2,1.98,2.05,17.52,7.33E-47,1.50E-47
ENSG00000019582,CD74,4.54,9.05,33.27,3.93E-99,8.19E-99
ENSG00000019991,HGF,0.66,1.92,5.71,2.90E-08,2.21E-09
ENSG00000019995,ZRANB1,-0.88,2.85,-12.91,3.35E-30,4.42E-31
ENSG00000020129,NCDN,-3.15,6.24,-28.95,4.73E-86,4.31E-86
ENSG00000020181,ADGRA2,0.02,2.49,0.23,0.817,0.0453
ENSG00000020256,ZFP64,0.78,3,12.84,5.56E-30,7.28E-31
ENSG00000020426,MNAT1,0.24,4.36,4.32,2.17E-05,1.51E-06
ENSG00000020577,SAMD4A,0.56,3.34,6.25,1.57E-09,1.24E-10
ENSG00000020633,RUNX3,1.11,1.19,17.11,2.30E-45,4.49E-46
ENSG00000020922,MRE11,0.9,2.14,17.05,3.62E-45,7.05E-46
ENSG00000021300,PLEKHB1,-1.06,7.85,-9.69,2.44E-19,2.48E-20
ENSG00000021355,SERPINB1,1.79,3.79,17.29,4.73E-46,9.45E-47
ENSG00000021488,SLC7A9,-0.33,0.8,-6.28,1.30E-09,1.03E-10
ENSG00000021574,SPAST,0.7,2.98,12.8,7.91E-30,1.03E-30
ENSG00000021645,NRXN3,-2.24,2.61,-18.72,3.27E-51,7.53E-52
ENSG00000021762,OSBPL5,-0.24,3.66,-3.28,0.00119,7.79E-05
ENSG00000021776,AQR,1.16,3.35,19.87,2.34E-55,6.09E-56
ENSG00000021826,CPS1,0.83,1.67,8.12,1.53E-14,1.38E-15
ENSG00000022267,FHL1,1.09,7.2,11.68,6.34E-26,7.53E-27
ENSG00000022277,RTF2,0.8,6.69,16.91,1.19E-44,2.28E-45
ENSG00000022355,GABRA1,-3.66,2.66,-24.99,3.52E-73,1.70E-73
ENSG00000022556,NLRP2,-0.79,0.92,-9.77,1.36E-19,1.39E-20
ENSG00000022567,SLC45A4,-1.61,2.64,-21.11,8.90E-60,2.67E-60
ENSG00000022840,RNF10,0,6.89,-0.07,0.947,0.0521
ENSG00000022976,ZNF839,-0.03,2.77,-0.46,0.644,0.0362
ENSG00000023041,ZDHHC6,0.51,4.12,10.37,1.57E-21,1.68E-22
ENSG00000023171,GRAMD1B,-2.13,3.26,-23.91,1.61E-69,6.83E-70
ENSG00000023191,RNH1,0.82,6.36,11.49,2.73E-25,3.19E-26
ENSG00000023228,NDUFS1,0.59,4.91,10.31,2.50E-21,2.66E-22
ENSG00000023287,RB1CC1,-1.1,4.23,-17.86,4.14E-48,8.73E-49
ENSG00000023318,ERP44,1.61,3.38,28.03,3.84E-83,3.01E-83
ENSG00000023330,ALAS1,0.52,4.95,9,3.51E-17,3.38E-18
ENSG00000023445,BIRC3,0.99,1.52,8.68,3.45E-16,3.24E-17
ENSG00000023516,AKAP11,-0.58,3.38,-7.82,1.09E-13,9.60E-15
ENSG00000023572,GLRX2,-0.07,4,-1.3,0.196,0.0115
ENSG00000023608,SNAPC1,1.52,2.33,28.39,2.67E-84,2.23E-84
ENSG00000023697,DERA,2.27,4.34,39.34,7.01E-116,5.63E-115
ENSG00000023734,STRAP,0.5,6.58,9.47,1.28E-18,1.28E-19
ENSG00000023892,DEF6,1.25,2.54,14.79,6.13E-37,9.57E-38
ENSG00000023902,PLEKHO1,0.52,5.76,9.61,4.55E-19,4.59E-20
ENSG00000023909,GCLM,1.27,3.08,16.38,9.79E-43,1.79E-43
ENSG00000024048,UBR2,-0.04,2.73,-0.73,0.466,0.0265
ENSG00000024422,EHD2,1.44,4.42,13.38,6.80E-32,9.36E-33
ENSG00000024526,DEPDC1,1.74,1.2,24.22,1.47E-70,6.46E-71
ENSG00000024862,CCDC28A,-0.54,4.49,-8.58,6.68E-16,6.22E-17
ENSG00000025039,RRAGD,1.14,3.97,13.94,6.83E-34,9.85E-35
ENSG00000025156,HSF2,0.62,3.47,9.28,4.77E-18,4.69E-19
ENSG00000025293,PHF20,0.83,3.99,16.53,2.89E-43,5.33E-44
ENSG00000025423,HSD17B6,-0.97,2.99,-8.71,2.71E-16,2.55E-17
ENSG00000025434,NR1H3,0.8,4.42,12.88,4.11E-30,5.40E-31
ENSG00000025708,TYMP,2.59,3.8,19.69,1.03E-54,2.61E-55
ENSG00000025770,NCAPH2,0.18,5.11,2.76,0.0062,0.000394
ENSG00000025772,TOMM34,0.06,4.82,0.85,0.394,0.0226
ENSG00000025796,SEC63,0.96,4.86,14.24,5.73E-35,8.49E-36
ENSG00000025800,KPNA6,0.22,3.7,3.49,0.000554,3.67E-05
ENSG00000026025,VIM,3.84,9.73,35.96,8.58E-107,3.23E-106
ENSG00000026036,RTEL1-TNFRSF6B,-1.47,2.29,-17.74,1.17E-47,2.43E-48
ENSG00000026103,FAS,1.49,3,14.9,2.35E-37,3.71E-38
ENSG00000026297,RNASET2,1.94,6.24,22.96,2.94E-66,1.10E-66
ENSG00000026508,CD44,5.16,5.58,32.02,1.82E-95,2.98E-95
ENSG00000026559,KCNG1,-1.27,2.35,-8.97,4.44E-17,4.26E-18
ENSG00000026652,AGPAT4,-0.49,3.19,-6.03,5.18E-09,4.03E-10
ENSG00000026751,SLAMF7,0.71,0.54,12.22,8.65E-28,1.07E-28
ENSG00000026950,BTN3A1,1.74,3.6,25.48,7.84E-75,4.03E-75
ENSG00000027001,MIPEP,1.11,3.23,18.94,5.22E-52,1.23E-52
ENSG00000027075,PRKCH,0.56,2.49,8.63,4.79E-16,4.48E-17
ENSG00000027644,INSRR,0.22,0.27,4.22,3.35E-05,2.32E-06
ENSG00000027697,IFNGR1,1.99,5.39,26.59,1.73E-78,1.08E-78
ENSG00000027847,B4GALT7,0.72,4.57,13.94,7.06E-34,1.02E-34
ENSG00000027869,SH2D2A,0.62,0.86,8.72,2.55E-16,2.40E-17
ENSG00000028116,VRK2,0.66,2.14,7.23,4.71E-12,3.97E-13
ENSG00000028137,TNFRSF1B,1.87,3.35,16.49,4.10E-43,7.53E-44
ENSG00000028203,VEZT,0.8,4.47,13.35,8.75E-32,1.20E-32
ENSG00000028277,POU2F2,0.43,2.03,5.23,3.25E-07,2.40E-08
ENSG00000028310,BRD9,0.01,4.43,0.09,0.932,0.0514
ENSG00000028528,SNX1,1.19,5.48,21.36,1.12E-60,3.47E-61
ENSG00000028839,TBPL1,-0.29,4.81,-4.16,4.28E-05,2.95E-06
ENSG00000029153,BMAL2,0.8,2.11,10.53,4.65E-22,5.04E-23
ENSG00000029363,BCLAF1,0.69,4.88,8.28,5.15E-15,4.68E-16
ENSG00000029364,SLC39A9,1.18,4.32,20.86,6.53E-59,1.90E-59
ENSG00000029534,ANK1,-1.26,1.78,-16.03,1.88E-41,3.32E-42
ENSG00000029559,IBSP,2.97,1.89,17.14,1.72E-45,3.39E-46
ENSG00000029639,TFB1M,0.61,3.15,11.48,3.06E-25,3.58E-26
ENSG00000029725,RABEP1,-0.19,4.67,-3.26,0.00126,8.23E-05
ENSG00000029993,HMGB3,1.71,4.68,18.82,1.43E-51,3.33E-52
ENSG00000030066,NUP160,1.63,3.39,27.22,1.56E-80,1.07E-80
ENSG00000030110,BAK1,1.22,3.58,25.18,8.38E-74,4.14E-74
ENSG00000030419,IKZF2,0.28,1.14,4.74,3.49E-06,2.49E-07
ENSG00000030582,GRN,2.57,6.39,33.95,4.13E-101,9.79E-101
ENSG00000031003,FAM13B,0.19,3.35,2.67,0.00795,0.000503
ENSG00000031081,ARHGAP31,1.33,2.8,17.96,1.82E-48,3.89E-49
ENSG00000031691,CENPQ,1.91,2.81,32.25,3.86E-96,6.55E-96
ENSG00000031698,SARS1,0.25,7.06,4.29,2.47E-05,1.72E-06
ENSG00000031823,RANBP3,0.53,5.45,8.41,2.12E-15,1.95E-16
ENSG00000032219,ARID4A,-0.06,2.68,-0.89,0.375,0.0215
ENSG00000032389,EIPR1,0.21,4.81,3.66,0.000298,1.99E-05
ENSG00000032444,PNPLA6,-0.41,5.72,-6.38,7.31E-10,5.81E-11
ENSG00000032742,IFT88,0.46,3.11,7.24,4.32E-12,3.65E-13
ENSG00000033011,ALG1,1.3,3.97,23.77,4.97E-69,2.06E-69
ENSG00000033030,ZCCHC8,0.39,3.5,6.72,1.05E-10,8.53E-12
ENSG00000033050,ABCF2,0.94,5.06,15.16,2.66E-38,4.32E-39
ENSG00000033100,CHPF2,1.43,4.2,19.56,3.00E-54,7.51E-55
ENSG00000033122,LRRC7,-3.01,2.18,-34.88,9.49E-104,2.81E-103
ENSG00000033170,FUT8,0.74,4.3,9.97,3.18E-20,3.30E-21
ENSG00000033178,UBA6,0.75,3.15,10.87,3.59E-23,3.99E-24
ENSG00000033327,GAB2,0.09,3.95,0.92,0.358,0.0206
ENSG00000033627,ATP6V0A1,-1.46,6.5,-19.35,1.68E-53,4.13E-54
ENSG00000033800,PIAS1,0.4,3.11,6.8,6.44E-11,5.27E-12
ENSG00000033867,SLC4A7,1.21,2.22,15.59,7.50E-40,1.27E-40
ENSG00000034053,APBA2,-0.76,5.61,-7.88,7.48E-14,6.60E-15
ENSG00000034152,MAP2K3,0.87,4.01,11.41,5.36E-25,6.22E-26
ENSG00000034239,CLXN,-0.63,1.24,-4.88,1.82E-06,1.31E-07
ENSG00000034510,TMSB10,1.3,10.98,16.59,1.78E-43,3.31E-44
ENSG00000034533,ASTE1,0.99,2.38,21.08,1.12E-59,3.35E-60
ENSG00000034677,RNF19A,1.38,4.87,15.69,3.32E-40,5.66E-41
ENSG00000034693,PEX3,0.89,3.62,15.26,1.21E-38,1.99E-39
ENSG00000034713,GABARAPL2,0.5,7.94,7.32,2.74E-12,2.33E-13
ENSG00000035115,SH3YL1,0.02,4.66,0.29,0.769,0.0428
ENSG00000035141,FAM136A,1.05,4.31,19.24,4.31E-53,1.05E-53
ENSG00000035403,VCL,1.2,3.88,13.25,1.99E-31,2.71E-32
ENSG00000035499,DEPDC1B,1.97,1.58,24.62,6.43E-72,2.97E-72
ENSG00000035664,DAPK2,-0.44,2.24,-5.41,1.33E-07,9.92E-09
ENSG00000035681,NSMAF,0.5,4.05,8.37,2.73E-15,2.50E-16
ENSG00000035687,ADSS2,0.24,4.14,3.52,0.000495,3.28E-05
ENSG00000035720,STAP1,0.22,0.19,6.3,1.13E-09,8.97E-11
ENSG00000035862,TIMP2,1.72,7.23,21.78,3.70E-62,1.21E-62
ENSG00000035928,RFC1,0.96,4.31,13.71,4.55E-33,6.44E-34
ENSG00000036054,TBC1D23,1.12,3.85,22.9,4.91E-66,1.82E-66
ENSG00000036257,CUL3,0.63,5.41,13.32,1.14E-31,1.56E-32
ENSG00000036448,MYOM2,-0.87,4.1,-9.71,2.23E-19,2.26E-20
ENSG00000036530,CYP46A1,-2.97,4.39,-27.6,9.24E-82,6.76E-82
ENSG00000036549,ZZZ3,0.86,3.55,15.68,3.48E-40,5.94E-41
ENSG00000036565,SLC18A1,0.37,0.28,6.87,4.19E-11,3.45E-12
ENSG00000036672,USP2,-0.39,3.86,-3.84,0.000152,1.02E-05
ENSG00000037042,TUBG2,-1.59,5.74,-20.68,3.07E-58,8.77E-59
ENSG00000037241,RPL26L1,1.77,5.5,33.5,8.18E-100,1.78E-99
ENSG00000037280,FLT4,0.58,1.83,7.09,1.09E-11,9.11E-13
ENSG00000037474,NSUN2,0.26,4.65,3.58,0.000412,2.74E-05
ENSG00000037637,FBXO42,0.55,3.72,9.25,6.07E-18,5.95E-19
ENSG00000037749,MFAP3,1.19,3.05,15.31,7.92E-39,1.31E-39
ENSG00000037757,MRI1,0.33,3.9,3.92,0.00011,7.48E-06
ENSG00000037897,METTL1,2.43,4.44,17.24,7.53E-46,1.50E-46
ENSG00000037965,HOXC8,0.78,0.48,11.06,7.88E-24,8.91E-25
ENSG00000038002,AGA,2.04,3.48,26.76,4.75E-79,3.03E-79
ENSG00000038210,PI4K2B,1.46,2.16,27.48,2.18E-81,1.56E-81
ENSG00000038219,BOD1L1,-0.08,3.6,-1.16,0.249,0.0145
ENSG00000038274,MAT2B,0.84,5.11,13.24,2.18E-31,2.96E-32
ENSG00000038295,TLL1,-0.15,0.26,-4.73,3.49E-06,2.50E-07
ENSG00000038358,EDC4,-0.27,5.05,-3.8,0.000179,1.21E-05
ENSG00000038382,TRIO,0.53,5.81,4.52,9.23E-06,6.51E-07
ENSG00000038427,VCAN,2.96,4.84,31.26,3.56E-93,5.08E-93
ENSG00000038532,CLEC16A,-0.53,3.6,-8.13,1.37E-14,1.24E-15
ENSG00000038945,MSR1,4.3,3.26,36.3,1.01E-107,4.06E-107
ENSG00000039068,CDH1,0.19,1.11,2.05,0.0417,0.00255
ENSG00000039123,MTREX,0.58,4.39,11.03,1.05E-23,1.19E-24
ENSG00000039139,DNAH5,0.23,0.48,6.51,3.47E-10,2.78E-11
ENSG00000039319,ZFYVE16,-0.41,3.92,-6.28,1.33E-09,1.05E-10
ENSG00000039523,RIPOR1,-0.96,5.32,-14.9,2.48E-37,3.92E-38
ENSG00000039537,C6,0.1,0.19,2.66,0.00829,0.000524
ENSG00000039560,RAI14,1.72,2.73,21.02,1.85E-59,5.51E-60
ENSG00000039650,PNKP,-0.08,4.62,-1.07,0.284,0.0165
ENSG00000040199,PHLPP2,-0.91,2.17,-14.73,9.94E-37,1.54E-37
ENSG00000040275,SPDL1,1.14,2.77,16.34,1.40E-42,2.54E-43
ENSG00000040341,STAU2,-0.66,4.74,-9.76,1.47E-19,1.50E-20
ENSG00000040487,SLC66A1,0.62,4.01,10.76,7.98E-23,8.81E-24
ENSG00000040531,CTNS,1.31,3.41,22.95,3.12E-66,1.16E-66
ENSG00000040608,RTN4R,-3.16,3.43,-27.5,1.89E-81,1.36E-81
ENSG00000040633,PHF23,0.99,4.79,18.91,6.40E-52,1.50E-52
ENSG00000040731,CDH10,-0.72,3.45,-6.34,9.18E-10,7.28E-11
ENSG00000040933,INPP4A,-0.47,3.58,-6.32,1.01E-09,8.00E-11
ENSG00000041353,RAB27B,-0.76,1.53,-7.55,6.15E-13,5.31E-14
ENSG00000041357,PSMA4,1.21,6.72,20.52,1.06E-57,2.98E-58
ENSG00000041515,MYO16,-0.09,1.3,-1.25,0.213,0.0125
ENSG00000041802,LSG1,1.08,4.05,15.71,2.71E-40,4.63E-41
ENSG00000041880,PARP3,0.38,4.16,5.28,2.59E-07,1.92E-08
ENSG00000041982,TNC,5.75,4.75,41.75,4.61E-122,6.58E-121
ENSG00000041988,THAP3,0.23,4.37,3.92,0.000111,7.57E-06
ENSG00000042062,RIPOR3,0.2,2.01,1.8,0.0726,0.00438
ENSG00000042088,TDP1,1.04,2.73,16.07,1.36E-41,2.41E-42
ENSG00000042286,AIFM2,-0.4,2.48,-5.9,1.07E-08,8.26E-10
ENSG00000042317,SPATA7,-0.27,3.27,-5.05,7.89E-07,5.75E-08
ENSG00000042429,MED17,1.05,4.13,16.43,6.37E-43,1.17E-43
ENSG00000042445,RETSAT,0.95,4.72,14.98,1.24E-37,1.98E-38
ENSG00000042493,CAPG,2.88,6.36,27.94,7.24E-83,5.57E-83
ENSG00000042753,AP2S1,0.54,7.27,8.85,1.05E-16,9.99E-18
ENSG00000042832,TG,-0.57,1.19,-6.24,1.58E-09,1.25E-10
ENSG00000042980,ADAM28,1.7,2.54,15.6,7.14E-40,1.21E-40
ENSG00000043039,BARX2,-0.3,0.35,-8.14,1.28E-14,1.15E-15
ENSG00000043093,DCUN1D1,0.62,3.46,10.91,2.49E-23,2.78E-24
ENSG00000043143,JADE2,-0.78,3.13,-9.76,1.52E-19,1.55E-20
ENSG00000043355,ZIC2,-0.24,2.66,-2.11,0.0357,0.00219
ENSG00000043462,LCP2,1.51,3.77,16.59,1.75E-43,3.25E-44
ENSG00000043514,TRIT1,0.56,3.62,9.61,4.34E-19,4.39E-20
ENSG00000043591,ADRB1,-1.73,1.85,-25.1,1.55E-73,7.59E-74
ENSG00000044090,CUL7,0.09,3.02,1.09,0.276,0.0161
ENSG00000044115,CTNNA1,1.19,6.97,18.64,5.97E-51,1.37E-51
ENSG00000044446,PHKA2,-0.06,3.63,-0.83,0.406,0.0233
ENSG00000044459,CNTLN,1.08,1.54,16.72,5.69E-44,1.07E-44
ENSG00000044524,EPHA3,0.91,1.51,8.08,1.91E-14,1.72E-15
ENSG00000044574,HSPA5,2.25,6.75,25.03,2.59E-73,1.26E-73
ENSG00000046604,DSG2,0.73,0.62,7.72,2.07E-13,1.81E-14
ENSG00000046647,GEMIN8,0.63,4.16,10.35,1.91E-21,2.03E-22
ENSG00000046651,OFD1,0.18,3.8,2.45,0.0149,0.000931
ENSG00000046653,GPM6B,0.79,8.16,8.45,1.61E-15,1.48E-16
ENSG00000046774,MAGEC2,0.14,0.1,2.43,0.0159,0.000993
ENSG00000046889,PREX2,-0.42,2.18,-6.07,4.23E-09,3.30E-10
ENSG00000047056,WDR37,-0.58,2.97,-8.87,9.22E-17,8.79E-18
ENSG00000047188,YTHDC2,-0.13,2.85,-2.06,0.04,0.00244
ENSG00000047230,CTPS2,1.4,2.98,22.53,8.97E-65,3.18E-65
ENSG00000047249,ATP6V1H,-1.19,6.04,-20.26,9.50E-57,2.58E-57
ENSG00000047315,POLR2B,0.81,5.01,12.77,1.03E-29,1.34E-30
ENSG00000047346,ATOSA,0.23,3.81,3.89,0.000124,8.43E-06
ENSG00000047365,ARAP2,-0.62,3.48,-6.62,1.82E-10,1.47E-11
ENSG00000047410,TPR,1.18,4.54,16.51,3.40E-43,6.26E-44
ENSG00000047457,CP,2.33,3.69,12.62,3.42E-29,4.40E-30
ENSG00000047578,KATNIP,0.22,3.38,2.65,0.00846,0.000535
ENSG00000047579,DTNBP1,-0.27,4.79,-5.02,9.04E-07,6.57E-08
ENSG00000047597,XK,-0.86,1.03,-12.93,2.74E-30,3.62E-31
ENSG00000047617,ANO2,-0.66,1.03,-11.09,6.42E-24,7.28E-25
ENSG00000047621,C12orf4,0.68,3.22,11.72,4.65E-26,5.54E-27
ENSG00000047634,SCML1,0.19,2.66,2.95,0.00349,0.000224
ENSG00000047644,WWC3,0.19,2.87,2.9,0.00399,0.000256
ENSG00000047648,ARHGAP6,0.99,1.69,13.13,5.36E-31,7.19E-32
ENSG00000047662,FAM184B,0.07,1,0.95,0.345,0.0199
ENSG00000047849,MAP4,-0.05,7.36,-0.59,0.555,0.0314
ENSG00000047932,GOPC,0.18,3.53,2.58,0.0104,0.000654
ENSG00000047936,ROS1,-0.54,0.33,-11.02,1.12E-23,1.26E-24
ENSG00000048028,USP28,0.18,3.43,2.54,0.0115,0.000723
ENSG00000048052,HDAC9,0.77,2.96,9.58,5.67E-19,5.70E-20
ENSG00000048140,TSPAN17,0.31,4.67,4.83,2.27E-06,1.63E-07
ENSG00000048162,NOP16,1.11,4.33,20.79,1.17E-58,3.40E-59
ENSG00000048342,CC2D2A,1.09,3.83,17.15,1.58E-45,3.12E-46
ENSG00000048392,RRM2B,1.28,3.44,18.88,8.34E-52,1.95E-52
ENSG00000048405,ZNF800,1.38,2.89,21.04,1.54E-59,4.60E-60
ENSG00000048471,SNX29,0.37,2.49,5.68,3.32E-08,2.52E-09
ENSG00000048540,LMO3,-1.71,4.93,-11.01,1.20E-23,1.35E-24
ENSG00000048544,MRPS10,1.11,4.38,22.22,1.10E-63,3.77E-64
ENSG00000048545,GUCA1A,-0.62,0.73,-8.75,2.11E-16,2.00E-17
ENSG00000048649,RSF1,0.43,3.14,5.01,9.74E-07,7.08E-08
ENSG00000048707,VPS13D,-0.81,4.06,-10.45,8.63E-22,9.30E-23
ENSG00000048740,CELF2,-0.64,4.25,-7.53,6.89E-13,5.94E-14
ENSG00000048828,FAM120A,1.17,4.75,17.83,5.31E-48,1.12E-48
ENSG00000048991,R3HDM1,-1.71,4.73,-20.99,2.34E-59,6.93E-60
ENSG00000049089,COL9A2,-0.44,4.45,-3.86,0.00014,9.47E-06
ENSG00000049130,KITLG,0.82,2.83,8.92,6.08E-17,5.81E-18
ENSG00000049167,ERCC8,1.45,2.73,31.21,5.02E-93,7.09E-93
ENSG00000049192,ADAMTS6,0.91,0.97,13.35,8.90E-32,1.22E-32
ENSG00000049239,H6PD,1.15,2.97,13.13,5.58E-31,7.49E-32
ENSG00000049245,VAMP3,1.36,5.88,19.78,4.97E-55,1.28E-55
ENSG00000049246,PER3,-0.93,2.81,-11.36,7.85E-25,9.09E-26
ENSG00000049247,UTS2,0.16,0.14,3.28,0.00116,7.63E-05
ENSG00000049249,TNFRSF9,0.24,0.17,7.5,8.46E-13,7.28E-14
ENSG00000049283,EPN3,-1.59,0.92,-25.02,2.81E-73,1.36E-73
ENSG00000049323,LTBP1,2.03,3.07,16.29,2.10E-42,3.80E-43
ENSG00000049449,RCN1,2.2,5.64,28.45,1.76E-84,1.49E-84
ENSG00000049540,ELN,2.53,4.97,19.86,2.59E-55,6.73E-56
ENSG00000049541,RFC2,2.19,4.89,32.57,4.44E-97,8.06E-97
ENSG00000049618,ARID1B,0.29,3.3,3.78,0.000192,1.29E-05
ENSG00000049656,CLPTM1L,1.18,5.98,19.01,2.89E-52,6.85E-53
ENSG00000049759,NEDD4L,-0.38,3.94,-4.78,2.86E-06,2.05E-07
ENSG00000049768,FOXP3,0.07,0.6,1.72,0.0866,0.0052
ENSG00000049769,PPP1R3F,-1.84,3.89,-24.51,1.47E-71,6.71E-72
ENSG00000049860,HEXB,1.93,5.9,27.22,1.62E-80,1.10E-80
ENSG00000049883,PTCD2,0.78,2.6,14.37,2.01E-35,3.01E-36
ENSG00000050030,NEXMIF,-0.43,0.9,-6.28,1.27E-09,1.01E-10
ENSG00000050130,JKAMP,0.99,4.85,17.9,2.86E-48,6.06E-49
ENSG00000050165,DKK3,-0.72,7.81,-7.26,3.89E-12,3.29E-13
ENSG00000050327,ARHGEF5,0.02,0.54,0.3,0.761,0.0424
ENSG00000050344,NFE2L3,1.09,2.42,11.69,5.77E-26,6.87E-27
ENSG00000050393,MCUR1,0.86,3.99,18.14,3.91E-49,8.49E-50
ENSG00000050405,LIMA1,2.7,4.78,28.88,7.65E-86,6.92E-86
ENSG00000050426,LETMD1,-0.24,5.22,-4.38,1.70E-05,1.19E-06
ENSG00000050438,SLC4A8,-0.24,3.2,-2.95,0.00349,0.000224
ENSG00000050555,LAMC3,1.26,2.8,13.35,8.72E-32,1.20E-32
ENSG00000050628,PTGER3,-0.36,0.32,-7.73,2.00E-13,1.75E-14
ENSG00000050748,MAPK9,-0.85,4.6,-12.37,2.59E-28,3.25E-29
ENSG00000050767,COL23A1,-1.04,1.99,-8.28,5.21E-15,4.74E-16
ENSG00000050820,BCAR1,-0.14,5.01,-1.7,0.0904,0.00542
ENSG00000051009,FHIP1B,-0.41,4.16,-5.79,1.92E-08,1.47E-09
ENSG00000051108,HERPUD1,0.87,6.14,13.05,1.07E-30,1.43E-31
ENSG00000051128,HOMER3,1.53,5.2,21.13,7.56E-60,2.28E-60
ENSG00000051180,RAD51,2.49,1.95,30.6,3.67E-91,4.55E-91
ENSG00000051341,POLQ,0.69,0.65,13.76,3.19E-33,4.52E-34
ENSG00000051382,PIK3CB,-0.43,3.78,-5.94,8.37E-09,6.48E-10
ENSG00000051523,CYBA,3.16,5.75,27.85,1.50E-82,1.14E-82
ENSG00000051596,THOC3,0.9,4.53,10.83,4.87E-23,5.40E-24
ENSG00000051620,HEBP2,1.42,4,20.97,2.83E-59,8.36E-60
ENSG00000051825,MPHOSPH9,0.55,2.82,7.24,4.35E-12,3.67E-13
ENSG00000052126,PLEKHA5,-0.81,3.33,-7.89,6.98E-14,6.17E-15
ENSG00000052723,SIKE1,1.67,3.75,30.96,2.78E-92,3.74E-92
ENSG00000052749,RRP12,-0.46,3.55,-7.33,2.50E-12,2.13E-13
ENSG00000052795,FNIP2,0.17,2.83,2.41,0.0166,0.00104
ENSG00000052802,MSMO1,0.3,5.39,3.43,0.000703,4.64E-05
ENSG00000052841,TTC17,0.31,4.55,4.69,4.22E-06,3.01E-07
ENSG00000052850,ALX4,0.15,0.28,2.86,0.00455,0.000291
ENSG00000053108,FSTL4,-2.16,1.45,-29.04,2.48E-86,2.29E-86
ENSG00000053254,FOXN3,0.78,3.11,9.93,4.26E-20,4.41E-21
ENSG00000053328,METTL24,-0.33,0.72,-6.51,3.43E-10,2.75E-11
ENSG00000053371,AKR7A2,1.21,5.42,21.69,7.98E-62,2.58E-62
ENSG00000053372,MRTO4,0.75,4.85,12.08,2.52E-27,3.09E-28
ENSG00000053438,NNAT,-1.8,5.33,-6.7,1.18E-10,9.58E-12
ENSG00000053501,USE1,0.36,5.6,6.38,7.45E-10,5.92E-11
ENSG00000053524,MCF2L2,-3.16,2.64,-38.88,1.08E-114,7.66E-114
ENSG00000053702,NRIP2,-1.2,1.71,-18.3,1.06E-49,2.34E-50
ENSG00000053747,LAMA3,-1.03,1.36,-12.88,4.16E-30,5.47E-31
ENSG00000053770,AP5M1,1.28,3.37,19.72,8.11E-55,2.07E-55
ENSG00000053900,ANAPC4,-0.09,3.86,-1.63,0.104,0.0062
ENSG00000053918,KCNQ1,1.93,1.72,26.91,1.57E-79,1.03E-79
ENSG00000054116,TRAPPC3,1.12,5.9,20.15,2.24E-56,6.03E-57
ENSG00000054118,THRAP3,0.65,4.87,9.22,7.65E-18,7.49E-19
ENSG00000054148,PHPT1,1.21,7.12,17.38,2.30E-46,4.63E-47
ENSG00000054179,ENTPD2,-0.03,3.05,-0.18,0.857,0.0474
ENSG00000054219,LY75,0.95,1.04,13.76,2.97E-33,4.21E-34
