"HumanGene","MouseGene","in_deseq2","in_tcga","in_mouse_pseudobulk","in_mouse_sn"
"GPER1","Gper1",1,1,0,0
"GPHN","Gphn",1,1,1,1
"GPI","Gpi1",1,1,1,1
"GPIHBP1",NA,1,1,0,0
"GPKOW","Gpkow",1,1,1,0
"GPLD1","Gpld1",1,1,1,1
"GPM6A","Gpm6a",1,1,1,1
"GPM6B","Gpm6b",1,1,1,1
"GPN1","Gpn1",1,1,1,1
"GPN2","Gpn2",1,1,1,0
"GPN3","Gpn3",1,1,1,0
"GPNMB","Gpnmb",1,1,1,1
"GPR107","Gpr107",1,1,1,1
"GPR108","Gpr108",1,1,1,0
"GPR12","Gpr12",1,1,0,0
"GPR132","Gpr132",1,1,1,0
"GPR135","Gpr135",1,1,0,0
"GPR137","Gpr137",1,1,1,0
"GPR137B","Gpr137b",1,1,1,0
"GPR137C","Gpr137c",1,1,1,1
"GPR139","Gpr139",0,1,1,0
"GPR141","Gpr141",0,1,1,0
"GPR143","Gpr143",1,1,0,0
"GPR146","Gpr146",1,1,1,0
"GPR149","Gpr149",0,0,1,0
"GPR150","Gpr150",0,1,0,0
"GPR153","Gpr153",1,1,1,0
"GPR155","Gpr155",1,1,1,1
"GPR156","Gpr156",1,1,1,0
"GPR157","Gpr157",0,1,1,0
"GPR158","Gpr158",1,1,1,1
"GPR158-AS1",NA,1,0,0,0
"GPR160","Gpr160",1,1,1,0
"GPR161","Gpr161",1,1,1,0
"GPR162","Gpr162",1,1,1,0
"GPR17","Gpr17",1,1,1,1
"GPR171","Gpr171",0,1,0,0
"GPR173","Gpr173",1,1,1,0
"GPR174","Gpr174",0,0,1,0
"GPR176","Gpr176",1,1,1,0
"GPR179","Gpr179",1,1,1,0
"GPR18","Gpr18",0,1,1,0
"GPR180","Gpr180",1,1,1,0
"GPR183","Gpr183",1,1,1,0
"GPR19","Gpr19",1,1,1,0
"GPR21","Gpr21",0,1,1,0
"GPR22","Gpr22",1,1,1,0
"GPR26","Gpr26",1,1,1,0
"GPR27","Gpr27",1,1,0,0
"GPR3","Gpr3",1,1,0,0
"GPR34","Gpr34",1,1,1,0
"GPR35","Gpr35",1,1,1,0
"GPR37","Gpr37",1,1,1,0
"GPR37L1","Gpr37l1",1,1,1,1
"GPR39","Gpr39",0,1,0,0
"GPR4","Gpr4",1,1,1,0
"GPR45","Gpr45",0,1,1,1
"GPR52","Gpr52",0,1,0,0
"GPR55","Gpr55",0,1,1,0
"GPR6","Gpr6",0,1,0,0
"GPR61","Gpr61",1,1,1,0
"GPR62","Gpr62",1,1,1,0
"GPR63","Gpr63",0,1,0,0
"GPR65","Gpr65",1,1,1,0
"GPR68","Gpr68",1,1,1,0
"GPR75","Gpr75",1,1,1,0
"GPR75-ASB3","Asb3",0,0,1,1
"GPR82","Gpr82",0,1,0,0
"GPR83","Gpr83",1,1,1,0
"GPR84","Gpr84",1,1,0,0
"GPR85","Gpr85",1,1,1,0
"GPR88","Gpr88",1,1,0,0
"GPR89A","Gpr89",1,1,1,1
"GPR89B","Gpr89",1,1,1,1
"GPRASP1","Gprasp1",1,1,1,1
"GPRASP2",NA,1,1,0,0
"GPRASP3",NA,1,1,0,0
"GPRC5A","Gprc5a",1,1,0,0
"GPRC5B","Gprc5b",1,1,1,1
"GPRC5C","Gprc5c",1,1,1,0
"GPRIN1","Gprin1",1,1,1,0
"GPRIN3","Gprin3",1,1,1,0
"GPS1","Gps1",1,1,1,0
"GPS2","Gps2",1,1,1,1
"GPSM1","Gpsm1",1,1,1,1
"GPSM2","Gpsm2",1,1,1,1
"GPSM3","Gpsm3",0,1,1,0
"GPT","Gpt",1,1,1,0
"GPT2","Gpt2",1,1,1,1
"GPX1","Gpx1",1,1,1,0
"GPX3","Gpx3",1,1,1,0
"GPX4","Gpx4",1,1,1,1
"GPX7","Gpx7",1,1,1,0
"GPX8","Gpx8",1,1,1,0
"GRAMD1A","Gramd1a",1,1,1,1
"GRAMD1B","Gramd1b",1,1,1,1
"GRAMD1C",NA,1,1,0,0
"GRAMD2","Gramd2",0,0,1,0
"GRAMD2A",NA,1,1,0,0
"GRAMD2B",NA,1,1,0,0
"GRAMD3","Gramd3",0,0,1,1
"GRAMD4","Gramd4",1,1,1,1
"GRAP","Grap",1,1,1,0
"GRAP2","Grap2",0,1,1,0
"GRAPL",NA,0,1,0,0
"GRASLND",NA,1,0,0,0
"GRASP","Grasp",0,0,1,0
"GRB10","Grb10",1,1,1,0
"GRB14","Grb14",0,1,1,1
"GRB2","Grb2",1,1,1,1
"GRB7","Grb7",0,1,0,0
"GREB1","Greb1",1,1,1,0
"GREB1L","Greb1l",1,1,1,0
"GREM1","Grem1",1,1,0,0
"GREM2","Grem2",1,1,1,0
"GREP1",NA,0,1,0,0
"GRHL1","Grhl1",1,1,1,0
"GRHL2","Grhl2",0,0,1,0
"GRHL3","Grhl3",1,1,0,0
"GRHPR","Grhpr",1,1,1,0
"GRIA1","Gria1",1,1,1,1
"GRIA2","Gria2",1,1,1,1
"GRIA3","Gria3",1,1,1,1
"GRIA4","Gria4",1,1,1,1
"GRID1","Grid1",1,1,1,1
"GRID2","Grid2",1,1,1,1
"GRID2IP","Grid2ip",1,0,1,0
"GRIK1","Grik1",1,1,1,1
"GRIK2","Grik2",1,1,1,1
"GRIK3","Grik3",1,1,1,1
"GRIK4","Grik4",1,1,1,1
"GRIK5","Grik5",1,1,1,1
"GRIN1","Grin1",1,1,1,1
"GRIN2A","Grin2a",1,1,1,1
"GRIN2B","Grin2b",0,1,1,1
"GRIN2C","Grin2c",1,1,1,1
"GRIN2D","Grin2d",1,1,1,0
"GRIN3A","Grin3a",1,1,1,1
"GRINA","Grina",1,1,1,1
"GRIP1","Grip1",1,1,1,1
"GRIP2","Grip2",1,1,1,0
"GRIPAP1","Gripap1",1,1,1,1
"GRK1","Grk1",0,1,0,0
"GRK2",NA,1,1,0,0
"GRK3",NA,1,1,0,0
"GRK4","Grk4",1,1,1,1
"GRK5","Grk5",1,1,1,1
"GRK6","Grk6",1,1,1,0
"GRM1","Grm1",1,1,1,0
"GRM2","Grm2",1,1,1,0
"GRM3","Grm3",1,1,1,1
"GRM4","Grm4",1,1,1,0
"GRM5","Grm5",1,1,1,1
"GRM6","Grm6",0,1,0,0
"GRM7","Grm7",0,1,1,1
"GRM8","Grm8",1,1,1,1
"GRN","Grn",1,1,1,1
"GRP","Grp",1,1,0,0
"GRPEL1","Grpel1",1,1,1,0
"GRPEL2","Grpel2",1,1,1,0
"GRSF1","Grsf1",1,1,1,0
"GRTP1","Grtp1",1,1,1,0
"GRWD1","Grwd1",1,1,1,0
"GSAP","Gsap",1,1,1,1
"GSC","Gsc",1,1,0,0
"GSDMA","Gsdma",0,1,0,0
"GSDMB",NA,1,1,0,0
"GSDMC","Gsdmc",0,1,0,0
"GSDMC","Gsdmc2",0,1,0,0
"GSDMC","Gsdmc3",0,1,0,0
"GSDMC","Gsdmc4",0,1,0,0
"GSDMD","Gsdmd",1,1,1,0
"GSDME",NA,1,1,0,0
"GSE1","Gse1",1,1,1,1
"GSEC",NA,1,0,0,0
"GSG1","Gsg1",0,1,0,0
"GSG1L","Gsg1l",1,1,1,0
"GSK3A","Gsk3a",1,1,1,1
"GSK3B","Gsk3b",1,1,1,1
"GSKIP","Gskip",1,1,1,0
"GSN","Gsn",1,1,1,1
"GSPT1","Gspt1",1,1,1,1
"GSPT2","Gspt2",1,1,1,0
"GSR","Gsr",1,1,1,1
"GSS","Gss",1,1,1,0
"GSTA1",NA,0,1,0,0
"GSTA3","Gsta3",0,0,1,0
"GSTA4",NA,1,1,0,0
"GSTCD","Gstcd",1,1,1,0
"GSTK1","Gstk1",1,1,1,0
"GSTM1","Gstm2",0,1,0,0
"GSTM2","Gstm7",1,1,1,0
"GSTM2P1",NA,1,0,0,0
"GSTM3","Gstm5",1,1,1,0
"GSTM4","Gstm4",1,1,0,0
"GSTM5","Gstm1",1,1,1,0
"GSTO1","Gsto1",1,1,1,0
"GSTO2","Gsto2",1,1,1,0
"GSTP1","Gm3934",1,1,0,0
"GSTP1","Gstp1",1,1,1,0
"GSTP1","Gstp2",1,1,0,0
"GSTT1",NA,1,0,0,0
"GSTT2","Gstt2",1,1,1,0
"GSTT2B","Gstt2",1,1,1,0
"GSTZ1","Gstz1",1,1,1,1
"GSX1","Gsx1",1,1,0,0
"GSX2","Gsx2",1,1,0,0
"GTDC1","Gtdc1",1,1,1,1
"GTF2A1","Gtf2a1",1,1,1,1
"GTF2A1L","Gtf2a1l",0,1,0,0
"GTF2A2","Gtf2a2",1,1,1,1
"GTF2B","Gtf2b",1,1,1,0
"GTF2E1","Gtf2e1",1,1,1,0
"GTF2E2","Gtf2e2",1,1,1,1
"GTF2F1","Gtf2f1",1,1,1,0
"GTF2F2","Gtf2f2",1,1,1,1
"GTF2H1","Gtf2h1",1,1,1,1
"GTF2H2","Gtf2h2",1,1,1,1
"GTF2H2B",NA,1,0,0,0
"GTF2H2C",NA,1,1,0,0
"GTF2H3","Gtf2h3",1,1,1,0
"GTF2H4","Gtf2h4",0,1,1,0
"GTF2H5","Gtf2h5",1,1,1,0
"GTF2I","Gtf2i",1,1,1,1
"GTF2IP1",NA,1,0,0,0
"GTF2IP20",NA,1,0,0,0
"GTF2IP4",NA,1,0,0,0
"GTF2IRD1","Gtf2ird1",1,1,1,1
"GTF2IRD2",NA,1,1,0,0
"GTF2IRD2B",NA,1,1,0,0
"GTF3A","Gtf3a",1,1,1,0
"GTF3C1","Gtf3c1",1,1,1,1
"GTF3C2","Gtf3c2",1,1,1,1
"GTF3C3","Gtf3c3",1,1,1,1
"GTF3C4","Gtf3c4",1,1,1,0
"GTF3C5","Gtf3c5",1,1,1,0
"GTF3C6","Gtf3c6",1,1,1,0
"GTPBP1","Gtpbp1",1,1,1,0
"GTPBP10","Gtpbp10",1,1,1,0
"GTPBP2","Gtpbp2",1,1,1,1
"GTPBP3","Gtpbp3",1,1,1,0
"GTPBP4","Gtpbp4",1,1,1,1
"GTPBP6","Gtpbp6",0,1,1,0
"GTPBP8","Gtpbp8",1,1,1,0
"GTSE1","Gtse1",1,1,1,0
"GTSE1-DT",NA,1,0,0,0
"GTSF1","Gtsf1",0,1,0,0
"GUCA1A","Guca1a",1,1,1,0
"GUCA1B","Guca1b",1,1,1,0
"GUCD1","Gucd1",1,1,1,0
"GUCY1A1",NA,1,1,0,0
"GUCY1A2","Gucy1a2",1,1,1,1
"GUCY1B1",NA,1,1,0,0
"GUCY2F","Gucy2f",0,0,1,0
"GUF1","Guf1",1,1,1,1
"GUK1","Guk1",1,1,1,0
"GULP1","Gulp1",1,1,1,1
"GUSB","Gusb",1,1,1,1
"GUSBP1",NA,1,0,0,0
"GUSBP11",NA,1,0,0,0
"GUSBP4",NA,1,0,0,0
"GVQW3",NA,1,1,0,0
"GXYLT1","Gxylt1",1,1,1,1
"GXYLT2","Gxylt2",1,1,1,0
"GYG1","Gyg",1,1,1,0
"GYG2",NA,1,1,0,0
"GYPB",NA,0,1,0,0
"GYPC","Gypc",1,1,1,0
"GYPE",NA,0,1,0,0
"GYS1","Gys1",1,1,1,1
"GZF1","Gzf1",1,1,1,0
"GZMA","Gzma",0,1,0,0
"GZMB",NA,1,1,0,0
"GZMH","Gzmd",0,1,0,0
"GZMH","Gzme",0,1,0,0
"GZMH","Gzmf",0,1,0,0
"GZMH","Gzmg",0,1,0,0
"GZMK","Gzmk",0,1,0,0
"GZMM","Gzmm",0,1,1,0
"H1-0",NA,1,1,0,0
"H1-10",NA,1,1,0,0
"H1-10-AS1",NA,1,0,0,0
"H1-2",NA,1,1,0,0
"H1-3",NA,0,1,0,0
"H1-4",NA,1,1,0,0
"H1-5",NA,0,1,0,0
"H19",NA,1,0,0,0
"H1F0","H1f0",0,0,1,0
"H1FX","H1fx",0,0,1,0
"H2AB3",NA,0,1,0,0
"H2AC11",NA,0,1,0,0
"H2AC12",NA,0,1,0,0
"H2AC13",NA,0,1,0,0
"H2AC14",NA,0,1,0,0
"H2AC15",NA,1,1,0,0
"H2AC16",NA,1,1,0,0
"H2AC17",NA,0,1,0,0
"H2AC18",NA,1,0,0,0
"H2AC20",NA,1,1,0,0
"H2AC25",NA,1,1,0,0
"H2AC6",NA,1,1,0,0
"H2AC7",NA,0,1,0,0
"H2AC8",NA,1,1,0,0
"H2AFJ","H2afj",0,0,1,1
"H2AFV","H2afv",0,0,1,1
"H2AFX","H2afx",0,0,1,0
"H2AFY","H2afy",0,0,1,1
"H2AFY2","H2afy2",0,0,1,0
"H2AFZ","H2afz",0,0,1,1
"H2AJ",NA,1,1,0,0
"H2AX",NA,1,1,0,0
"H2AZ1",NA,1,1,0,0
"H2AZ1-DT",NA,1,0,0,0
"H2AZ2",NA,1,1,0,0
"H2BC10",NA,0,1,0,0
"H2BC11",NA,1,1,0,0
"H2BC12",NA,1,1,0,0
"H2BC12L",NA,0,1,0,0
"H2BC13",NA,0,1,0,0
"H2BC14",NA,0,1,0,0
"H2BC15",NA,1,1,0,0
"H2BC17",NA,0,1,0,0
"H2BC18",NA,1,1,0,0
"H2BC21",NA,1,1,0,0
"H2BC26",NA,0,1,0,0
"H2BC4",NA,1,1,0,0
"H2BC5",NA,1,1,0,0
"H2BC6",NA,1,1,0,0
"H2BC7",NA,1,1,0,0
"H2BC8",NA,1,1,0,0
"H2BC9",NA,0,1,0,0
"H2BP1",NA,1,0,0,0
"H3-3A",NA,1,1,0,0
"H3-3B",NA,1,1,0,0
"H3-5",NA,1,0,0,0
"H3-7",NA,0,1,0,0
"H3C1",NA,0,1,0,0
"H3C10",NA,1,1,0,0
"H3C12",NA,0,1,0,0
"H3C13",NA,0,1,0,0
"H3C14",NA,0,1,0,0
"H3C15",NA,0,1,0,0
"H3C4",NA,1,1,0,0
"H3C6",NA,0,1,0,0
"H3C7",NA,0,1,0,0
"H3C8",NA,0,1,0,0
"H3F3A","H3f3a",0,0,1,1
"H3F3A","H3f3b",0,0,1,1
"H3F3B","H3f3a",0,0,1,1
"H3F3B","H3f3b",0,0,1,1
"H3P6",NA,1,0,0,0
"H4C1",NA,0,1,0,0
"H4C11",NA,1,1,0,0
"H4C12",NA,0,1,0,0
"H4C14",NA,0,1,0,0
"H4C15",NA,0,1,0,0
"H4C16",NA,0,1,0,0
"H4C2",NA,1,1,0,0
"H4C3",NA,1,1,0,0
"H4C4",NA,0,1,0,0
"H4C5",NA,1,1,0,0
"H4C8",NA,1,1,0,0
"H4C9",NA,0,1,0,0
"H6PD","H6pd",1,1,1,0
"HAAO","Haao",1,1,1,0
"HABP2","Habp2",0,1,0,0
"HABP4","Habp4",1,1,1,0
"HACD1",NA,1,1,0,0
"HACD2",NA,1,1,0,0
"HACD3",NA,1,1,0,0
"HACD4",NA,1,1,0,0
"HACE1","Hace1",1,1,1,1
"HACL1","Hacl1",1,1,1,0
"HADH","Hadh",1,1,1,0
"HADHA","Hadha",1,1,1,1
"HADHB","Hadhb",1,1,1,1
"HAGH","Hagh",1,1,1,0
"HAGHL","Haghl",1,1,1,1
"HAGLR",NA,1,0,0,0
"HAMP",NA,1,1,0,0
"HAND2","Hand2",0,1,0,0
"HAP1","Hap1",1,1,1,1
"HAPLN1","Hapln1",1,1,1,0
"HAPLN2","Hapln2",1,1,1,1
"HAPLN3","Hapln3",1,1,1,0
"HAPLN4","Hapln4",1,1,1,0
"HAPSTR1",NA,1,1,0,0
"HAPSTR2",NA,0,1,0,0
"HAR1A",NA,1,0,0,0
"HAR1B",NA,1,0,0,0
"HARBI1","Harbi1",1,1,1,0
"HARS","Hars",0,0,1,0
"HARS1",NA,1,1,0,0
"HARS2","Hars2",1,1,1,0
"HAS1","Has1",1,1,0,0
"HAS2","Has2",1,1,1,1
"HAS2-AS1",NA,1,0,0,0
"HAS3","Has3",1,1,0,0
"HASPIN",NA,1,1,0,0
"HAT1","Hat1",1,1,1,1
"HAUS1","Haus1",1,1,1,0
"HAUS2","Haus2",1,1,1,0
"HAUS3","Haus3",1,1,1,0
"HAUS4","Haus4",1,1,1,0
"HAUS5","Haus5",1,1,1,0
"HAUS6","Haus6",1,1,1,0
"HAUS7","Haus7",1,1,1,0
"HAUS8","Haus8",1,1,1,0
"HAVCR2","Havcr2",1,1,1,0
"HAX1","Hax1",1,1,1,0
"HBA1","Hba-a1",1,1,1,0
"HBA1","Hba-a2",1,1,1,0
"HBA2","Hba-a1",1,1,1,0
"HBA2","Hba-a2",1,1,1,0
"HBB","Hbb-bs",1,1,1,0
"HBB","Hbb-bt",1,1,0,0
"HBD",NA,0,1,0,0
"HBE1","Hbb-bh1",0,1,0,0
"HBEGF","Hbegf",1,1,1,0
"HBG1",NA,0,1,0,0
"HBG2","Hbb-y",0,1,0,0
"HBM",NA,0,1,0,0
"HBP1","Hbp1",1,1,1,1
"HBQ1","Hbq1b",1,1,0,0
"HBS1L","Hbs1l",1,1,1,1
"HBZ","Hba-x",0,1,0,0
"HCAR1","Gpr81",0,1,0,0
"HCAR2","Niacr1",0,1,0,0
"HCAR3",NA,0,1,0,0
"HCCS","Hccs",1,1,1,0
"HCFC1","Hcfc1",1,1,1,1
"HCFC1R1","Hcfc1r1",1,1,1,0
"HCFC2","Hcfc2",1,1,1,1
"HCG11",NA,1,0,0,0
"HCK","Hck",1,1,1,1
"HCLS1","Hcls1",1,1,1,0
"HCN1","Hcn1",1,1,1,0
"HCN2","Hcn2",1,1,1,1
"HCN3","Hcn3",1,1,1,0
"HCN4","Hcn4",1,1,0,0
"HCRTR1","Hcrtr1",0,1,0,0
"HCRTR2","Hcrtr2",0,0,1,0
"HCST","Hcst",1,1,1,0
"HDAC1","Hdac1",1,1,1,1
"HDAC10","Hdac10",1,1,1,0
"HDAC11","Hdac11",1,1,1,1
"HDAC2","Hdac2",1,1,1,1
"HDAC3","Hdac3",1,1,1,1
"HDAC4","Hdac4",1,1,1,1
"HDAC5","Hdac5",1,1,1,1
"HDAC6","Hdac6",1,1,1,0
"HDAC7","Hdac7",1,1,1,1
"HDAC8","Hdac8",1,1,1,1
"HDAC9","Hdac9",1,1,1,1
"HDC","Hdc",0,1,0,0
"HDDC2","Hddc2",1,1,1,0
"HDDC3","Hddc3",1,1,1,0
"HDGF","Hdgf",1,1,1,1
"HDGFL2",NA,1,1,0,0
"HDGFL3",NA,1,1,0,0
"HDHD2","Hdhd2",1,1,1,0
"HDHD3","Hdhd3",1,1,0,0
"HDHD5",NA,1,1,0,0
"HDLBP","Hdlbp",1,1,1,1
"HDX","Hdx",1,1,1,0
"HEATR1","Heatr1",1,1,1,1
"HEATR3","Heatr3",1,1,1,1
"HEATR4","LOC101055670",1,1,0,0
"HEATR5A","Heatr5a",1,1,1,1
"HEATR5B","Heatr5b",1,1,1,1
"HEATR6","Heatr6",1,1,1,1
"HEBP1","Hebp1",1,1,1,0
"HEBP2","Hebp2",1,1,1,0
"HECA","Heca",1,1,1,1
"HECTD1","Hectd1",1,1,1,1
"HECTD2","Hectd2",1,1,1,0
"HECTD2-AS1",NA,1,0,0,0
"HECTD3","Hectd3",1,1,1,0
"HECTD4","Gm15800",1,1,0,0
"HECW1","Hecw1",1,1,1,1
"HECW2","Hecw2",1,1,1,1
"HEG1","Heg1",1,1,1,1
"HELB","Helb",1,1,1,0
"HELLS","Hells",1,1,1,1
"HELQ","Helq",1,1,1,1
"HELZ","Helz",1,1,1,1
"HELZ2","Helz2",1,1,1,1
"HEMK1","Hemk1",1,1,1,0
"HENMT1","Henmt1",1,1,0,0
"HEPACAM","Hepacam",1,1,1,1
"HEPACAM2","Hepacam2",0,0,1,0
"HEPH","Heph",1,1,1,0
"HEPN1",NA,0,1,0,0
"HERC1","Herc1",1,1,1,1
"HERC2","Herc2",1,1,1,1
"HERC2P2",NA,1,0,0,0
"HERC2P3",NA,1,0,0,0
"HERC2P7",NA,1,0,0,0
"HERC2P9",NA,1,0,0,0
"HERC3","Herc3",1,1,1,1
"HERC4","Herc4",1,1,1,1
"HERC5",NA,1,1,0,0
"HERC6","Herc6",1,1,1,1
"HERPUD1","Herpud1",1,1,1,1
"HERPUD2","Herpud2",1,1,1,1
"HES1","Hes1",1,1,1,0
"HES2","Hes2",1,1,0,0
"HES3","Hes3",0,0,1,0
"HES4",NA,1,1,0,0
"HES5","Hes5",1,1,1,0
"HES6","Hes6",1,1,1,0
"HES7","Hes7",1,1,1,0
"HESX1","Hesx1",1,1,0,0
"HEXA","Hexa",1,1,1,1
"HEXB","Hexb",1,1,1,1
"HEXD",NA,1,1,0,0
"HEXDC","Hexdc",0,0,1,1
"HEXIM1","Hexim1",1,1,1,0
"HEXIM2","Hexim2",1,1,1,0
"HEY1","Hey1",1,1,1,0
"HEY2","Hey2",1,1,1,0
"HEYL","Heyl",1,1,1,0
"HFE","Hfe",1,1,1,0
"HFM1","Hfm1",1,1,1,0
"HGD","Hgd",0,1,0,0
"HGF","Hgf",1,1,1,0
"HGFAC","Hgfac",0,1,0,0
"HGH1",NA,1,1,0,0
"HGS","Hgs",1,1,1,0
"HGSNAT","Hgsnat",1,1,1,1
"HHAT","Hhat",1,1,1,0
"HHATL","Hhatl",1,1,1,0
"HHEX","Hhex",1,1,1,0
"HHIP","Hhip",1,1,1,1
"HHIPL1","Hhipl1",1,1,1,0
"HHIPL2","Hhipl2",0,1,0,0
"HIBADH","Hibadh",1,1,1,1
"HIBCH","Hibch",1,1,1,1
"HIC1","Hic1",1,1,0,0
"HIC2","Hic2",1,1,1,0
"HID1","Hid1",1,1,1,1
"HIF1A","Hif1a",1,1,1,1
"HIF1AN","Hif1an",1,1,1,0
"HIF3A","Hif3a",1,1,1,1
"HIGD1A","Higd1a",1,1,1,0
"HIGD1B","Higd1b",1,1,0,0
"HIGD2A","Higd2a",1,1,1,0
"HIKESHI",NA,1,1,0,0
"HILPDA","Hilpda",1,1,1,0
"HINFP","Hinfp",1,1,1,0
"HINT1","Hint1",1,1,1,0
"HINT2","Hint2",1,1,1,0
"HINT3","Hint3",1,1,1,0
"HIP1","Hip1",1,1,1,1
"HIP1R","Hip1r",1,1,1,1
"HIPK1","Hipk1",1,1,1,1
"HIPK2","Hipk2",1,1,1,1
"HIPK3","Hipk3",1,1,1,1
"HIPK4","Hipk4",1,1,1,0
"HIRA","Hira",1,1,1,1
"HIRIP3","Hirip3",1,1,1,0
"HIST1H1C","Hist1h1c",0,0,1,0
"HIST1H2BD","Hist3h2ba",0,0,1,0
"HIST1H2BF","Hist1h2be",0,0,1,1
"HIST1H2BI","Hist1h2bc",0,0,1,0
"HIST1H2BJ","Hist2h2be",0,0,1,0
"HIST1H3A","Hist1h3d",0,0,1,0
"HIST1H3C","Hist2h3c1",0,0,1,0
"HIST1H4A","Hist1h4d",0,0,1,0
"HIST2H2AB","Hist2h2ab",0,0,1,0
"HIST3H2A","Hist3h2a",0,0,1,0
"HIST4H4","Hist1h4i",0,0,1,0
"HIVEP1","Hivep1",1,1,1,1
"HIVEP2","Hivep2",1,1,1,1
"HIVEP3","Hivep3",1,1,1,1
"HJURP","Hjurp",1,1,1,1
"HK1","Hk1",1,1,1,1
"HK2","Hk2",1,1,1,0
"HK3","Hk3",1,1,1,0
"HKDC1","Hkdc1",1,1,1,0
"HLA-A","Gm10499",1,1,0,0
"HLA-A","Gm8909",1,1,0,0
"HLA-A","H2-Bl",1,1,0,0
"HLA-A","H2-D1",1,1,1,1
"HLA-A","H2-K1",1,1,1,1
"HLA-A","H2-Q1",1,1,0,0
"HLA-A","H2-Q10",1,1,0,0
"HLA-A","H2-Q2",1,1,0,0
"HLA-A","H2-Q4",1,1,1,1
"HLA-A","H2-Q6",1,1,1,0
"HLA-A","H2-Q7",1,1,1,1
"HLA-B",NA,1,1,0,0
"HLA-C",NA,1,1,0,0
"HLA-DMA","H2-DMa",1,1,1,0
"HLA-DMB","H2-DMb1",0,1,1,0
"HLA-DMB","H2-DMb2",0,1,1,0
"HLA-DOA","H2-Oa",0,1,0,0
"HLA-DOB","H2-Ob",0,1,1,0
"HLA-DPA1",NA,0,1,0,0
"HLA-DPB1",NA,0,1,0,0
"HLA-DQA1","H2-Aa",1,1,1,0
"HLA-DQA2",NA,0,1,0,0
"HLA-DQB1","H2-Ab1",1,1,1,0
"HLA-DQB2",NA,0,1,0,0
"HLA-DRA","H2-Ea-ps",1,1,0,0
"HLA-DRB1",NA,1,1,0,0
"HLA-DRB5","H2-Eb1",1,1,1,0
"HLA-E","C920025E04Rik",0,1,0,0
"HLA-E","H2-T23",0,1,1,0
"HLA-F","Gm11127",0,1,0,0
"HLA-F","Gm7030",0,1,1,0
"HLA-G","H2-M3",0,1,1,0
"HLA-H",NA,1,0,0,0
"HLCS","Hlcs",1,1,1,1
"HLF","Hlf",1,1,1,1
"HLTF","Hltf",1,1,1,1
"HLX","Hlx",1,1,1,0
"HM13","H13",1,1,1,1
"HMBOX1","Hmbox1",1,1,1,1
"HMBS","Hmbs",1,1,1,0
"HMCES","Hmces",1,1,1,0
"HMCN1","Hmcn1",1,1,1,0
"HMCN2","Hmcn2",0,1,1,0
"HMG20A","Hmg20a",1,1,1,1
"HMG20B","Hmg20b",1,1,1,1
"HMGA1","Hmga1",1,1,1,0
"HMGA1","Hmga1-rs1",1,1,0,0
"HMGA1P8",NA,1,0,0,0
"HMGA2",NA,0,1,0,0
"HMGB1",NA,1,1,0,0
"HMGB1P1",NA,0,1,0,0
"HMGB2","Hmgb2",1,1,1,1
"HMGB3",NA,1,1,0,0
"HMGB3P22",NA,1,0,0,0
"HMGCL","Hmgcl",1,1,1,1
"HMGCLL1","Hmgcll1",1,1,1,1
"HMGCR","Hmgcr",1,1,1,1
"HMGCS1","Hmgcs1",1,1,1,0
"HMGCS2","Hmgcs2",0,0,1,0
"HMGN1","Hmgn1",1,1,1,0
"HMGN2",NA,1,1,0,0
"HMGN2P46",NA,1,0,0,0
"HMGN3",NA,1,1,0,0
"HMGN3-AS1",NA,1,0,0,0
"HMGN4",NA,1,1,0,0
"HMGN5",NA,1,1,0,0
"HMGXB3","Hmgxb3",1,1,1,1
"HMGXB4","Hmgxb4",1,1,1,1
"HMMR","Hmmr",1,1,1,0
"HMOX1","Hmox1",1,1,1,0
"HMOX2","Hmox2",1,1,1,1
"HMP19","Nsg2",0,0,1,1
"HMSD",NA,0,1,0,0
"HMX1","Hmx1",1,1,0,0
"HNF1A","Hnf1a",1,0,0,0
"HNF4G","Hnf4g",1,1,0,0
"HNMT","Hnmt",1,1,1,0
"HNRNPA0","Hnrnpa0",1,1,1,0
"HNRNPA1",NA,1,1,0,0
"HNRNPA1L2","Gm5803",1,1,0,0
"HNRNPA1L3",NA,0,1,0,0
"HNRNPA1P10",NA,1,0,0,0
"HNRNPA2B1","Hnrnpa2b1",1,1,1,1
"HNRNPA3",NA,1,1,0,0
"HNRNPA3P1",NA,1,0,0,0
"HNRNPAB","Hnrnpab",1,1,1,1
"HNRNPC","Hnrnpc",1,1,1,1
"HNRNPCL1",NA,1,0,0,0
"HNRNPD","Hnrnpd",1,1,1,1
"HNRNPDL","Hnrnpdl",1,1,1,1
"HNRNPF","Hnrnpf",1,1,1,1
"HNRNPH1","Hnrnph1",1,1,1,1
"HNRNPH2","Hnrnph2",1,1,1,1
"HNRNPH3","Hnrnph3",1,1,1,1
"HNRNPK","Hnrnpk",1,1,1,1
"HNRNPL","Hnrnpl",1,1,1,1
"HNRNPLL","Hnrnpll",1,1,1,1
"HNRNPM","Hnrnpm",1,1,1,1
"HNRNPR","Hnrnpr",1,1,1,1
"HNRNPU","Hnrnpu",1,1,1,1
"HNRNPUL1","Hnrnpul1",1,1,1,1
"HNRNPUL2","Hnrnpul2",1,1,1,1
"HNRNPUL2-BSCL2",NA,0,1,0,0
"HOATZ",NA,0,1,0,0
